county,loc_1
,"*sea,us sloop/war,wm.badger"
galway,
galway,
cork,"md,'20"
cork,"md,'20"
cork,"ma,stoneham,'54"
kerry,"la,new orleans,'53"
kerry,"ma,boston"
kerry,"ma,boston"
tipperary,"nyc,4/63"
tipperary,"nyc,12/59"
tipperary,"nyc,12/59"
tipperary,"nyc,12/59"
tipperary,"nyc,12/59"
limerick,"mi,detroit"
limerick,"mi,detroit"
limerick,"mi,detroit"
limerick,"mi,detroit"
limerick,"ct,hartford,4/63"
sligo,"mn,st.paul"
cavan,"oh,cincinnati,'57"
tyrone,"ma,boston,'55/56"
tyrone,"nyc,'48"
fermanagh,"ma,boston"
fermanagh,"ma,boston"
cork,
cork,"pa,"
clare,"pa,lock haven"
,"ns,pictou,'54"
mayo,"wi,whitewater"
mayo,"wi,whitewater"
,"pa,tunhannock,wyoming co.'59"
cork,"ma,boston"
cork,"ny,troy"
cork,"ny,troy"
cork,
cork,
cork,
cork,
cork,
kerry,"ma,boston,'59"
kerry,"oh,'54"
waterford,"nyc,1/5/63"
waterford,"ma,boston,5/63"
roscommon,"in,petersboro,pike co.'59"
roscommon,"in,richmond"
kings,"or,dole's city"
louth,"vt,franklin co."
louth,"vt,franklin co."
tipperary,"la,new orleans,'52"
tipperary,"la,new orleans,'52"
tipperary,"la,new orleans,'52"
kildare,"ny,albany"
galway,"pa,phila,11/60"
cork,
cork,"nyc,'41"
cork,
cork,"mo,independence,jackson co."
cork,"nyc,'56"
armagh,
kerry,"nh,newmarket,'58"
kerry,"la,new orleans,3/63"
clare,"in,plymouth,marshall co."
mayo,"ma,"
kilkenny,"pa,silver creek,daughin co."
roscommon,"pa,phila,"
,"ont,toronto,'56"
westmeath,"nyc,'51"
westmeath,"nyc,'51"
westmeath,"nyc,'51"
dublin,"pa,phila.,'60"
sligo,"pa,dunmore,luzerne,'52"
leitrim,"[ ],leitrim militia,'58"
fermanagh,"md,baltimore,'60"
fermanagh,"md,baltimore,'60"
donegal,"que,calais"
donegal,"que,calais"
donegal,"nbr,st.andrews"
clare,"nbr,st.andrews,'34"
,"*eng,staleybridge,'47"
,"pa,scranton,luzerne co,4/61*"
,"oh,toledo,'60"
,"oh,toledo,'60"
mea th,"pa,pine creek"
meath,
carlow,"quebec,'49"
carlow,
carlow,
tyrone,
monaghan,"ma,woburn,1/70"
monaghan,"mo,st.louis"
monaghan,"mo,st.louis"
monaghan,"ri,'47"
monaghan,"ri,'47"
monaghan,"oh,selina,'56"
monaghan,"oh,selina,'56"
monaghan,"in,'56"
monaghan,"ont,"
monaghan,"ont,"
monaghan,"ont,"
monaghan,"ont,toronto,'60"
monaghan,"nj,elizabeth city,'57/58"
monaghan,"nyc,'69"
monaghan,"mo,st.joseph,'63"
monaghan,
monaghan,
monaghan,
monaghan,
monaghan,
monaghan,
monaghan,
monaghan,"*scot,glasgow"
monaghan,
monaghan,
monaghan,"ma,boston,'54"
monaghan,"*eng,berryedge,co.durham,'66"
monaghan,
monaghan,
monaghan,"ont,toronto,'72"
monaghan,
monaghan,
tipperary,"ma,boston,'51"
monaghan,"oh,mulberry,wood co.,'73"
monaghan,
monaghan,
monaghan,"ma,boston,'50"
monaghan,"austr,melbourne,w/dr.molloy"
monaghan,"ny,pt.henry,essex co.,54/55"
monaghan,*america=believed there
monaghan,"mi,detroit,'83"
monaghan,"ak,"
monaghan,
monaghan,
monaghan,
monaghan,
monaghan,
monaghan,
monaghan,
limerick,"nbr,st.john"
limerick,"pa,"
limerick,
limerick,
sligo,"nyc,7/2/56"
*eng,"*eng,liverpool"
galway,"ny,"
galway,"ny,"
galway,"oh,cincinnati"
galway,"ma,chelsea/bost,c/mrs.mullin"
cork,"ma,berkshire co.,62/03"
kerry,"nyc,'55,sis.charity school"
clare,
clare,"quebec,'52"
clare,"mo,st.louis,'55"
,"ont,long cornwall,salter st."
longford,nyc
longford,nyc
tipperary,"nyc,'57"
tipperary,"nyc,'57"
tipperary,"nyc,'57"
limerick,"ny,"
limerick,"ny,"
limerick,"ny,"
limerick,"ny,"
sligo,"ny,greenbush,w/un=thos.mcgr*"
galway,
galway,
galway,
galway,"ire,galway,ballymacward*"
kerry,"ma,tewksbury,9/12/63"
clare,"ny,tailorsville,ont.co*"
mayo,"ny,rochester,monroe co."
westmeath,"mo,st.louis,'48"
roscommon,
,"ak,helena"
tipperary,"la,new orleans,1/48"
tipperary,"ont,london,'51"
tipperary,"ont,london,'51"
kerry,"ct,waterbury"
kerry,"ct,waterbury"
kerry,"ct,waterbury"
kerry,"pa,johnstown,'55,w/br."
kerry,"nyc,'56"
clare,"nyc,'59"
roscommon,"ma,boston,3/51"
leitrim,"pa,warren co.,'57"
,"ma,salem"
,"ma,salem"
,"ma,boston"
,"ma,salem"
,"ma,salem"
roscommon,
roscommon,
cork,"nj,miltown,'58"
cork,"nyc,'55"
cork,"vt,"
kerry,"nyc,'59"
kerry,"nyc,'59"
*scotland,"*scotland,petteshire"
,"que,"
kings,"nyc,henry st."
wicklow,"la,baton rouge barracks"
tipperary,"pa,phila.'60"
tipperary,"ma,boston,'57"
tipperary,"nyc,'61"
galway,
,"pa,phila,mary st.,'52"
,"pa,phila."
,"nbr,st.john,'51"
,"nbr,st.john,'51"
,"pa,mauch chunk,4/63"
galway,
galway,
galway,"ca,san francisco,'52"
waterford,"mo,merrimack"
kerry,"nyc,9/63"
clare,"il,"
clare,"quebec,'49"
clare,"quebec,'49"
cork,"[ ],indian orchard"
cork,
cork,
cork,
cork,"ms,missippi river"
meath,"ct,forrestville"
meath,"wi,'55"
cavan,
cavan,
dublin,
,"pa,syracuse mines"
,"ma,boston,'58"
tipperary,"nyc,7/15/63"
dublin,"wi,watertown,'51"
fermanagh,"nyc,w/mrs.smith,frank/broad*"
donegal,"me,portland,'59"
donegal,"me,portland,'59"
longford,"pa,penn haven,carbon co.7/63"
waterford,"ma,boston"
clare,"ky,caryville,union co."
roscommon,"*scot,"
roscommon,"*scot,"
sligo,"*scot,"
kings,nyc
kings,nyc
cork,"nyc,'63"
cork,"ma,springfield"
,"il,chicago,'53"
,"il,chicago,'53"
,"il,chicago,'53"
,"il,chicago,'53"
,"il,chicago,'53"
,"il,chicago,'53"
,"il,chicago,'53"
tipperary,"ont,peterborough,so.douro"
tipperary,"la,natchez"
dublin,
fermanagh,
fermanagh,
fermanagh,
fermanagh,
fermanagh,
fermanagh,
fermanagh,
galway,
galway,
galway,
galway,
galway,"ma,pittsfield,'49"
waterford,"pa,easton,'55"
waterford,"pa,easton,'55"
kerry,"pa,ridgeway"
leitrim,"nj,newark"
monaghan,"ky,louisville"
limerick,
limerick,"nyc,'49"
mayo,"mo,st.louis'60"
sligo,nyc
sligo,nyc
sligo,nyc
sligo,"oh,"
,"vt,copperras"
,"ma,boston,hanover st."
,"nj,'53"
,"ny,'53"
,"nj,'53"
,"nj,'53"
,"nj,'53"
,"va,richmond"
tipperary,"nyc,57/05"
donegal,"md,baltimore,'61"
,"*eng,staleybridge,'51"
westmeath,
sligo,"ma,boston,'51"
sligo,"ma,boston,'57"
mayo,"ca,"
mayo,"ca,"
mayo,"ca,"
mayo,"pa,phila.'60"
mayo,
louth,
meath,"oh,'62"
louth,
leitrim,"pa,phila."
leitrim,"pa,phila."
leitrim,"pa,phila."
leitrim,"ny,e.troy"
leitrim,"ny,e.troy"
leitrim,"ny,e.troy"
galway,"ny,"
galway,
galway,
leitrim,"ny,e.troy"
waterford,"ont,fishgug,7/9/63"
waterford,"wi,"
waterford,"wi,"
waterford,"ny,buffalo"
waterford,"nyc,8/63"
kerry,"ma,lawrence"
kerry,"ny,little falls"
clare,"ma,boston,'57"
clare,"nyc,'57"
clare,"*eng,'56"
roscommon,"oh,columbus"
cork,"ma,new bedford,'58"
kilkenny,"mo,st.louis"
kilkenny,"la,new orleans"
limerick,"il,chicago,'57"
limerick,"il,chicago,'55"
limerick,"il,barren,elgin,cain co."
limerick,"il,barren,elgin,cain co."
limerick,"ky,westport,kennent,'51"
limerick,"ia,dubuque[dubora]"
limerick,"ia,dubuque[dubora]"
,"nyc,9/57"
,"nyc,'62"
,"nyc,'62"
,"nyc,6/63"
,"ma,worcester,6/59"
,"ny,lewiston,niagara co,'59"
,"ont,peel,'52"
cavan,"mo,kansas city,9/63"
cavan,
cavan,
cavan,
tipperary,
tipperary,"nyc,'48"
tipperary,"nyc,'48"
tipperary,"nyc,'48"
tipperary,"oh,"
,"*eng,london,'52"
cork,"ma,e.abington,'52"
cork,"ny,utica,'61"
cork,"ny,utica,'61"
cork,"mi,detroit,'60"
cork,"mi,detroit,'60"
wicklow,
wicklow,
wicklow,
galway,"me,portland,'62"
galway,"ma,roxbury/rocksbury"
waterford,"nyc,'58"
waterford,"nyc,'58"
westmeath,"ma,boston,25 barrett st,'49"
westmeath,"ma,boston,25 barrett st,'49"
westmeath,"ma,boston/roxbury"
westmeath,"ma,boston/roxbury"
westmeath,"ma,boston/roxbury"
westmeath,"ma,boston/roxbury"
westmeath,"ma,boston/roxbury"
clare,"dc,washington"
clare,"dc,washington"
clare,"dc,washington"
clare,"dc,washington"
clare,"ia,muscatine,'58"
clare,
clare,
clare,
clare,
kerry,"ma,boston,51/52,w/un"
kerry,"ma,boston,51/52,w/un"
kerry,"ma,boston,51/52/w/un"
kerry,"nyc,3/61"
kerry,"nyc,3/61"
kerry,"ny,troy"
tyrone,"dc,washington,'56"
kildare,
kildare,
kildare,
kildare,
,"ny,utica"
,"ct,tariffville"
cavan,"pa,'51"
kilkenny,"nyc,madison ave,'60"
kilkenny,"mi,detroit"
kilkenny,"mi,detroit"
kilkenny,"ny,suffolk co."
tipperary,"ct,"
sligo,
sligo,"va,richland co.'55"
sligo,
leitrim*,"la,new orleans,'61"
louth,"nj,camden"
cork,"ont,"
dublin,
mayo,"oh,youngstown,'58"
galway,"nyc,"
clare,
clare,
limerick,"nyc,7/6/52"
kerry,"va,alleghany co,'57"
kildare,"ia,keokuk"
,"ma,new bedford,8/57"
,"oh,cleveland"
tipperary,"can,"
tipperary,"ny,longisland,'52"
tipperary,"ny,longisland,'52"
tipperary,"ny,syracuse,canadaigua co."
,"nj,burlington"
cork,
cork,
cork,
cork,"ma,boston"
kilkenny,
galway,"il,'41"
galway,"ma,boston,or vicinity"
galway,"ma,boston,or vicinity"
galway,"ma,boston,or vicinity"
clare,"il,springfield"
limerick,"in,lafayette,4/60"
limerick,"in,4/58"
clare,"ms,vicksburg,warren co."
clare,"ont,hamilton,'57"
clare,"ont,hamilton,'57"
tyrone,
kildare,"nyc,"
kildare,"mo,st.louis"
,mo.st.louis
meath,"ia,iowa city"
meath,"ia,iowa city"
meath,"ia,iowa city"
meath,"ia,iowa city"
,"nyc,'59"
,"nyc,'59"
carlow,"ma,lowell,'61"
,"que,montreal"
,
tipperary,"pa,water valley,'58"
dublin,"pa,phila,1/48"
dublin,"ma,boston,1/48"
*scotland,"*scotland,'55"
leitrim,"nyc,'43"
leitrim,"nyc,'43"
galway,"*eng,'50"
galway,"*eng,'50"
galway,"oh,peansville,lake co.,'55"
clare,"ma,boston,'50"
clare,"nyc,3/62"
clare,"nyc,3/62"
limerick,"oh,"
limerick,"oh,"
limerick,"oh,"
limerick,"oh,"
limerick,"oh,"
limerick,"oh,"
limerick,"oh,"
kerry,"ny,brooklyn,'59"
roscommon,"nyc,'60"
roscommon,"nyc,'60"
roscommon,"ont,toronto"
donegal,"oh,"
carlow,"in,"
kings,"pa,phila,"
,"ny,lockport"
,"ny,potsdam,st.lawrence co."
,"ma,boston"
tipperary,"ont,'47"
tipperary,"ont,'47"
louth,"ny,troy,'61"
cork,"wi,"
leitrim,"nyc,5/61"
galway,"in,indianapolis"
galway,
clare,"ont,smith's falls"
clare,"ont,smith's falls"
clare,"ont,smith's falls"
limerick,"nyc,'51"
kerry,"al,mobile,w/maurice murphy"
kerry,"al,mobile,w/maurice murphy"
kerry,"al,mobile,w/maurice murphy"
kerry,"al,mobile,w/maurice murphy"
kerry,"al,mobile,w/maurice murphy"
tyrone,"nyc,'46,w/francis curley"
tyrone,"nyc,'46,w/francis curley"
tyrone,"nyc,'46,w/francis curley"
tyrone,"nyc,'46,w/francis curley"
tyrone,"nyc,'46,w/francis curley"
tyrone,"nyc,'46,w/francis curley"
tyrone,"ma,boston"
tyrone,"ma,boston"
tyrone,"ma,boston"
tyrone,"ma,boston"
kings,
kings,"ri,providence"
,
,
fermanagh,"nyc,23 w.44th st,w/j.beatty"
sligo,"oh,cincinnati"
sligo,"il,princeton"
cork,"nbr,st.john,'39"
waterford,"nyc,'58"
waterford,"nj,newark,136 bread st."
down,"nj,jersey city*"
down,"ny,albany"
mayo,"in,abington,wayne co,w/madd*"
galway,
limerick,"la,new orleans,'53/54"
clare,"ma,boston,'53"
limerick,"can,montreal,'52"
tipperary,"ma,boston,'63"
limerick,"oh,newfamee,'59"
limerick,"nj,camden,'59"
limerick,"nj,camden,'59"
kerry,"*eng,kent,st.marys,crea co."
kerry,"mn,st.paul,'60"
kerry,"ny,albany,'60"
meath,
meath,
meath,"in,lafayette"
louth,"oh,miland"
,"ct,norwichtown*"
,"ma,no.bridgewater,'54"
,"nj,plainfield"
tipperary,
,"*eng,lancashire"
kings,
,"ont,ottawa,9/63"
cork,"nj,newark"
cork,
cork,"ma,boston"
cork,"ma,boston"
cork,"ma,boston"
cork,"ma,boston"
roscommon,
roscommon,
clare,"nyc,'52"
limerick,"va,richmond"
limerick,"ny,troy,1/63"
limerick,"oh,cincinnati,3/62"
limerick,"oh,11/63"
kerry,"pa,adamsville,7/63"
cavan,nyc
mayo,"ca,san joaquin co."
mayo,"nyc,9/63"
mayo,"*scot,calvin dock"
,"ca,sacramento"
,"ny,albany,6/61"
,"*eng,newcastle-on-tyne"
louth,
tipperary,"ny,newburgh,orange co."
westmeath,"ny,sandy hill"
kilkenny,"mo,st.louis,morgan st."
,"*eng,manchester,'51"
sligo,"ri,providence"
kings,"ri,providence"
cork,"ont,renfrew co."
cork,nyc
*germany,"il,alton"
roscommon,"que,'46"
waterford,"ma,middlesex co."
waterford,"ma,middlesex co."
galway,"*eng,manchester"
galway,"*aust,bellerine,gelong,vict*"
galway,"ri,providence,6/63"
galway,"il,woodstock"
clare,"nyc,'58"
clare,"ny,niagara falls,suspension*"
limerick,"ny,"
limerick,"que,montreal,43/44"
limerick,"ma,hopkinton,'60"
galway,
limerick,"ny,salina,3/62"
kerry,"nyc,4/8/60"
,"ma,so.boston,'59"
westmeath,"mi,monroe"
westmeath,
westmeath,
cork,"ma,cambridgeport/e.cambridge"
cork,"ma,cambridgeport/e.cambridge"
cork,"ma,cambridgeport/e.cambridge"
cork,"ma,cambridgeport/e.cambridge"
cork,"ma,cambridgeport/e.cambridge"
cork,"ma,cambridgeport/e.cambridge"
roscommon,"*scot,edinburgh,'51"
mayo,"ny,dutchess co.,'63"
mayo,
mayo,
mayo,"la,baton rouge,w/capt.hayden"
mayo,
mayo,
mayo,
mayo,
kilkenny,"ca,woodside,sanmitta co."
meath,"nyc,'49"
tyrone,"ny,brooklyn"
,nyc
,nyc
,nyc
galway,"[],iremount,shillinton co'51"
galway,"[],iremount,shillinton co'51"
clare,"il,'58"
clare,"il,'58"
clare,"il,'58"
limerick,"nyc,12/54,w/au=mrs.downs"
limerick,"nyc,12/54,w/ne=mich.st."
kerry,
kerry,"ct,thompsonville"
kerry,"ma,lowell,'58"
cavan,"ny,'54"
cavan,"ny,'54"
louth,"md,baltimore"
tipperary,"pa,phila,"
tipperary,"que,'63"
limerick,"ny,hornellsville,steuben,'64"
,"ms,vicksburg"
,"ms,vicksburg"
,"nyc,341 first ave."
,"nyc,brooklyn,15 little st."
,"nyc,brooklyn,15 little st."
,"nyc,brooklyn,15 little st."
antrim,"nyc,'52"
antrim,"nyc,'52"
fermanagh,
fermanagh,"pa,danville rolling mills"
fermanagh,"nyc,5th&allan sts."
,"que,montreal"
kildare,"nyc,'56/57"
sligo,"*eng,'50"
sligo,"ma,boston,'48"
sligo,"ma,boston,'48"
sligo,"ma,boston,'48"
sligo,"ma,boston,'48"
sligo,"pa,holmsville,'52,w/scanlon"
sligo,"pa,holmsville,'52,w/scanlon"
cork,"ma,lowell"
cork,"ont,breslau,waterloo,8/63"
cork,"nh,"
cork,"nh,"
cork,"nh,"
cork,"ia,dubuque,'58"
cork,"ia,dubuque,'58"
roscommon,"oh,cincinnati"
roscommon,
mayo,"md,baltimore"
waterford,"*eng,liverpool"
kilkenny,"me,"
donegal,"ma,e.boston"
galway,
galway,"nyc,59/60"
galway,
galway,
galway,"ny,olive,ulster co."
galway,"ny,olive,ulster co."
clare,"il,cairo"
clare,"*eng,wigan"
clare,nyc
carlow,"la,new orleans"
limerick,"la,new orleans,'55"
limerick,"la,new orleans,'55"
limerick,"il,chicago,'55"
limerick,"il,alton,'57"
limerick,"ky,smith's grove,warren co."
kerry,"ns,halifax"
kerry,"nj,newark,'58"
kerry,"nj,newark,'58"
kerry,"nj,newark,'58"
kerry,"nj,newark,'58"
kerry,"nj,newark,'58"
kerry,"nj,newark,'58"
,"ma,blackstone,worcester co."
,"oh,cleveland"
,"oh,cleveland"
,"ma,boston,suffolk st.'57"
,"mi,marshal city,'51"
donegal,"ma,boston,'55"
cork,"nyc,7/49"
cork,"ma,boston,orange st.'50"
cork,"la,new orleans,'53/54"
cork,"la,new orleans,'53/54"
cork,"ma,boston,so.st.'58/59"
cork,"ny,troy,215 congress st.8/63"
mayo,"*eng,stockport"
mayo,
tipperary,"nyc,8/61"
tyrone,"nbr/nfld,st.john,'40"
tyrone,"nbr/nfld,st.john,'40"
galway,"va,'61"
clare,
clare,"mo,'51"
limerick,"ca,san francisco,'63"
kerry,"quebec,6/56"
kerry,"la,new orleans"
londonderry,"ma,boston,'60"
kilkenny,"nyc,'48"
,
,"in,indianapolis,2/63"
,"in,indianapolis,2/63"
*ireland,"ma,w.boxford"
*ireland,"ma,w.boxford"
,"que,montreal,'61"
,"que,montreal,'61"
waterford,"nj,jersey city"
mayo,"oh,pt.harmon,wash.co.*"
cork,"nbr,st.john,6/62"
cork,"ct,hartford,'59"
cork,"ny,"
cork,"ny,"
cork,"ny,"
cork,"ma,boston,'49"
cork,"ma,boston,'49"
cork,"ma,boston,'49"
cork,"ma,boston,'49"
cork,"ma,boston,'49"
cork,"ma,boston,'49"
cork,"ma,boston,'49"
roscommon,"ny,brooklyn,smith st.'54"
roscommon,"ny,brooklyn,smith st.'54"
kildare,"ct,"
tipperary,
tipperary,"ma,boston"
tipperary,"[ ],ft.donelson"
tipperary,"nyc,'36"
tipperary,"va,paddy town,'56"
clare,"ma,boston"
carlow,"oh,cincinnati,'60"
kerry,nyc
kerry,nyc
fermanagh,"nyc,'54"
fermanagh,"nj,newark"
dublin,"*ire,dublin,4 n.king st."
,"nbr,st.john"
,"nbr,st.john"
leitrim,"ont,toronto"
,"or,portland,'59"
,"ma,lawrence,'63"
donegal,
donegal,
donegal,
donegal,
donegal,
*eng.,"tn,louisville"
*eng.,"ma,boston"
*eng.,
waterford,"nyc,'53"
waterford,"ny,washington co.'54"
mayo,"ont,toronto,w/corn.ballwell"
mayo,"nyc,'51"
leitrim,"[ ],berrigan hill,'57"
cork,"ct,portland"
cork,"ct,portland"
cork,"*eng,london,'61"
cork,"ca,moore flat,nevada co.'61"
roscommon,"md,"
roscommon,"quebec,'46"
meath,"nyc,'44"
clare,"pa,w.falls,pike co."
tipperary,"ny,lockport,w/d.delany"
tipperary,"ny,schuyler,herkimer co,'41"
tipperary,"ny,schuyler,herkimer co,'41"
galway,"ca,cave city,calveras co,'61"
carlow,"il,decatur"
limerick,"ma,boston,'62"
limerick,"ma,boston,'62"
limerick,"ma,boston,'62"
limerick,"ma,boston,'62"
limerick,"ma,boston,'62"
limerick,"que,montreal,'54"
limerick,"nyc,'54"
londonderry,"oh,'61"
kilkenny,west
westmeath,
westmeath,"*austr,sydney"
longford,
longford,"ny,brooklyn"
longford,"nj,clarksville,mercer co."
queens,"ny,utica"
sligo,"nyc,49-59"
sligo,"wi,"
sligo,"mo,st.louis"
monaghan,nyc
monaghan,nyc
monaghan,nyc
monaghan,nyc
,"ma,e.boston,mackay's"
,"ma,e.boston,mackay's"
,"ma,so.boston,foundry st."
,"ma,so.boston,foundry st."
,"ma,so.boston,foundry st."
,"ma,so.boston,foundry st."
,"ma,so.boston,foundry st."
,"ma,so.boston,foundry st."
kerry,"ma,boston,bread st."
,"ont,emly twnsp.,'45"
*england,"*eng,'59"
mayo,"nyc,'50"
mayo,"va,crafton,'57"
mayo,"va,crafton,'57"
mayo,"va,crafton,'57"
leitrim,*eng.'48
,"que,pt.levi,montreal"
cork,
cork,"me,mechanic falls"
cork,"il,dexter co."
cork,"il,dexter co."
cork,"il,dexter co."
clare,nyc
clare,"ma,boston"
tipperary,"ma,boston,'60"
tyrone,"ma,boston"
galway,"*eng,10/63"
galway,"ny,western part"
galway,"ny,western part"
kerry,
kerry,"md,baltimore,'48"
fermanagh,"il,chicago,w.lake st.'59"
fermanagh,"il,chicago,w.lake st.,'59"
,"nyc,ward's is,w/mr.davis"
,"nyc,ward's is.w/mr.davis"
queens,"*eng,manchester,'51"
queens,"*eng,manchester,'51"
sligo,"ny,canandaigua"
sligo,"ny,canandaigua"
sligo,"ny,canandaigua"
sligo,"ny,waterloo,seneca co."
,"pa,lock haven"
tyrone,"c.e.,russeltown,'54"
,"mo,st.louis,10/63"
donegal,"ny,brooklyn"
tyrone,"pa,phila,'56"
tyrone,"pa,phila,'56"
tyrone,"nyc,1/60"
cavan,nyc
cavan,
waterford,"ny,albany"
mayo,"mo,st.louis"
mayo,"md,baltimore"
mayo,"md,baltimore"
roscommon,"nb,omaha,'62"
cork,"ma,quincy"
clare,"nyc,'43"
clare,
tipperary,"nyc,8/62"
tipperary,"ny,fairport,monroe co.'51"
tipperary,"ny,fairport,monroe co.'51"
tipperary,"nyc,'51"
*eng.,"*eng,gloucestershire,9/55"
galway,
galway,"oh,cincinnati"
galway,"oh,cincinnati"
galway,
galway,"la,new orleans,'44"
galway,"la,new orleans,'44"
limerick,nyc
limerick,"ma,boston"
kerry,"va,4/63"
kerry,"nyc,'48"
kerry,
,"ny,brooklyn,9/63"
,"ma,lowell,'57"
,"il,chicago,'59"
tyrone,"ma,boston"
tyrone,"in,'63"
cavan,"ny,albany"
mayo,"ma,new bedford,'54"
donegal,"pa,phila,10/61"
cork,"nyc,6/64"
cork,"il,chicago,'55"
cork,"il,chicago,'55"
cork,"il,chicago,'55"
cork,"il,chicago,'55"
cork,"il,chicago,'55"
cork,"ma,boston"
cork,"ma,boston"
cork,"ma,boston"
cork,"ma,boston"
cork,
cork,"ma,e.boston,'62"
clare,"ont,guelph,'61"
clare,"ont,guelph,'61"
clare,"ny,buffalo"
clare,"ny,buffalo"
clare,"ct,bedford,'60"
clare,"ny,rochester"
tipperary,nyc'60
tipperary,"que,'47"
kerry,"in,manhattan,putnam co."
kerry,"*ire,caherciveen"
kerry,"quebec,50/51"
kerry,"ma,boston"
kerry,"ma,boston"
kerry,nyc last heard
kerry,"ri,westerly,'68"
kerry,
kerry,
kerry,
kerry,
kerry,"ma,boston,9/66"
kerry,"ma,boston,9/66"
kerry,"il,chicago & rock island rai"
kerry,"mi,houghton,portage lake,'66"
kerry,"*wales,merthyr"
kerry,"la,new orleans,'55"
kerry,
kerry,"mi,negaunee,marquette co."
kerry,
kerry,"pa,glencove,erie co."
tipperary,"ma,e.bridgewater"
tipperary,"ma,e.bridgewater"
tipperary,"ma,e.bridgewater"
tipperary,"ma,e.bridgewater"
,"on,"
galway,nyc
galway,"ma,boston"
limerick,"pa,coray"
limerick,"mo,st.louis,'62"
limerick,"mo,st.louis,'62"
limerick,"oh,cleveland,'62"
limerick,"oh,cincinnati"
kerry,"il,freeport,stephenson co.'5"
kerry,
kerry,
kerry,"il,il.central rr"
kerry,"tn,jackson & vicksburg rr"
kerry,"in,"
kerry,"la,"
,"va,richmond,1/11/63"
*england,"mo,st.louis"
*england,"mo,st.louis"
,"can,'50"
*scotland,"nj,trenton"
mayo,"ont,hamilton"
,"nyc,'52"
cork,"tn,knox co."
cork,"nh,portsmouth"
cork,"nh,portsmouth"
cork,"nh,portsmouth"
clare,"ny,albany,12/63"
tipperary,"que,quebec,'54"
tipperary,"ct,essex"
westmeath,"*austr,'49"
galway,"ma,boston"
galway,"ky,'58"
galway,"ky,'58"
galway,"ky,'58"
galway,"ky,'58"
galway,"ny,red hook,dutchess co."
galway,"ny,red hook,dutchess co."
galway,"ny,red hook,dutchess co."
galway,"ny,red hook,dutchess co."
galway,"ny,red hook,dutchell co."
galway,"ny,red hook,dutchess co."
limerick,nyc
limerick,"ny,oswego,'62"
*england,"nj,elizabethport"
leitrim,"nj,newark,'59"
*scotland,canada
meath,"wi,wyota,lafayette"
meath,"ny,lewiston"
sligo,"oh,"
sligo,"ny,buffalo"
ma;yo,"nyc,'58"
mayo,"nyc,'58"
mayo,canada
mayo,"va,monmouth,marion co."
mayo,"pa,johnstown,'48"
cork,"ma,fall river,11/60"
mayo,"can,'48"
mayo,"can,'48"
cork,"ma,boston"
cork,"nyc,'52"
clare,
carlow,
tipperary,"ny,albany,'43"
tipperary,"md,baltimore"
tipperary,"md,baltimore"
tipperary,"md,baltimore"
cavan,"me,"
cavan,nyc
limerick,"nyc,12/51"
limerick,"nyc,12/51"
limerick,"nyc,12/51"
kerry,"oh,wooster,wayne co."
kerry,"oh,wooster,wayne co.'58"
kerry,
leitrim,"ma,lowell,'55"
roscommon,
waterford,"nj,hackensack"
waterford,"il,dixon,bee co,7/62"
meath,"nj,hackensack,'47"
*england,"*eng,2/24/58"
,"dc,washington"
,"nfld,st.johns,7/46"
,"pa,phila,prosperous alley"
,"pa,phila,prosperous alley"
tipperary,"ma,boston,'50"
tipperary,
tipperary,"can,new brunswick,'34"
tipperary,"can,new brunswick"
mayo,"md,baltimore,'61"
mayo,"ma,baltimore,'61"
mayo,"nyc,'48"
mayo,"nyc,'48"
mayo,"nyc,'48"
mayo,"nyc,'48"
limerick,"ny,troy,'55"
kerry,"wi,'61"
dublin,"nyc,'52"
sligo,
leitrim,"ma,boston,or vicinity"
leitrim,"ma,boston,or vicinity"
leitrim,"ma,boston,or vicinity"
,"ma,boston,or vicinity"
leitrim,"ma,boston, or vicinity"
leitrim,"ma,boston,or vicinity"
leitrim,"ma,boston, or vicinity"
,"ny,rochester, 1 centre st.; 12/25/62"
